"Study.Area","Year","Month","Day","Visit.Start.Date","Visit.Start.Time","Air.Temperature..C.","Field.Observer.Name","UTM.Zone","UTM.Easting","UTM.Northing","Longitude..DD.","Latitude..DD.","Geographic.Coordinate.Source","Species.Code","Count","Survey.Observation.Note","Det.Type","Life.Stage.Code","Activity.Code","Feature.Type","Sign.Type.Code","Sign.Count","Adult.Males","Adult.Females","Adults...Unclassified.Sex","Eggs","Egg.Masses","Larvae"
"Champion Lakes Park",2022,6,6,"2022-06-06",0,NA,"Not Available",11,454629,5448616,-117.62267,49.18867,"Survey Observation","A-RALU",1,"AD","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2022,6,6,"2022-06-06",0,NA,"Not Available",11,454328,5448442,-117.62678,49.18708,"Survey Observation","A-RALU",1,"YY","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2022,6,6,"2022-06-06",0,NA,"Not Available",11,454335,5448508,-117.62669,49.18767,"Survey Observation","A-RALU",1,"SA","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2022,6,6,"2022-06-06",0,NA,"Not Available",11,454225,5448801,-117.62823,49.1903,"Survey Observation","A-RALU",1,"AD","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2022,6,6,"2022-06-06",0,NA,"Not Available",11,454090,5448921,-117.6301,49.19137,"Survey Observation","A-RALU",1,"AD","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2022,6,6,"2022-06-06",0,NA,"Not Available",11,454034,5449076,-117.63088,49.19276,"Survey Observation","A-RALU",1,"YY","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2020,3,18,"2020-03-18",130,NA,"Kyla Roorda",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",12,"spotted","VI","","","","",NA,NA,NA,NA,NA,NA,NA
"Nazko Lake Park",2019,5,23,"2019-05-23",0,NA,"Carey Lamarche",10,459805,5801900,-123.59033,52.3659,"Transect - Start","AMPHIBIA",1,"found dead","VI","","","","CR",1,NA,NA,1,NA,NA,NA
"White Lake Park",2014,6,6,"2014-06-06",0,NA,"Kirk Densmore",11,342052,5639002,-119.24533,50.88108,"Transect - Start","A-PSRE",25,"20-30 egg masses","VI","","","","",NA,NA,NA,NA,NA,25,NA
"White Lake Park",2014,6,6,"2014-06-06",0,NA,"Kirk Densmore",11,342052,5639002,-119.24533,50.88108,"Transect - Start","A-PSRE",2,"","VI","","","","",NA,NA,NA,2,NA,NA,NA
"White Lake Park",2014,6,6,"2014-06-06",0,NA,"Kirk Densmore",11,342052,5639002,-119.24533,50.88108,"Transect - Start","A-AMMA",3,"jelly balls already hatched","VI","","","","",NA,NA,NA,NA,NA,3,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2021,6,24,"2021-06-24",0,NA,"Maleen Mund",10,582342,5685947,-121.81839,51.31886,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492141,5514708,-123.10917,49.78478,"Survey Observation","A-PSRE",1,"orginally thought was NW Salamander but went to a more detailed key after and think Tree Frog","VI","","","BS","",NA,NA,NA,NA,20,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492141,5514708,-123.10917,49.78478,"Survey Observation","A-PSRE",1,"orginally thought was NW Salamander but went to a more detailed key after and think Tree Frog","VI","","","BS","",NA,NA,NA,NA,30,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492141,5514708,-123.10917,49.78478,"Survey Observation","A-PSRE",1,"orginally thought was NW Salamander but went to a more detailed key after and think Tree Frog","VI","","","BS","",NA,NA,NA,NA,30,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492157,5514703,-123.10895,49.78474,"Survey Observation","A-PSRE",1,"Was listed as a NW Sally","VI","","","BS","",NA,NA,NA,NA,30,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492149,5514700,-123.10906,49.78471,"Survey Observation","A-PSRE",1,"orginally thought was NW Salamander but went to a more detailed key after and think Tree Frog","VI","","","BS","",NA,NA,NA,NA,25,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492065,5451473,-123.10896,49.21599,"Survey Observation","A-PSRE",1,"plum size","VI","","","BS","",NA,NA,NA,NA,30,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492065,5451473,-123.10896,49.21599,"Survey Observation","A-PSRE",1,"plum size","VI","","","BS","",NA,NA,NA,NA,30,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492065,5451473,-123.10896,49.21599,"Survey Observation","A-PSRE",1,"plum size","VI","","","BS","",NA,NA,NA,NA,30,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492065,5451473,-123.10896,49.21599,"Survey Observation","A-PSRE",1,"plum size","VI","","","BS","",NA,NA,NA,NA,30,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492075,5451540,-123.10882,49.2166,"Survey Observation","A-PSRE",1,"plum size","VI","","","BS","",NA,NA,NA,NA,25,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492075,5451540,-123.10882,49.2166,"Survey Observation","A-PSRE",1,"plum size","VI","","","BS","",NA,NA,NA,NA,25,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492141,5514708,-123.10917,49.78478,"Survey Observation","A-ANBO",1,"dead toad found on the shore - head intact but skin left","VI","","","BS","CR",1,NA,NA,NA,NA,NA,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492231,5514720,-123.10792,49.78489,"Survey Observation","A-ANBO",1,"Dead Western Toad at end of transect","VI","","","BS","CR",1,NA,NA,NA,NA,NA,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492148,5514706,-123.10908,49.78476,"Survey Observation","A-RAAU",1,"egg mass attached to vegetation in the water","VI","","","BS","",NA,NA,NA,NA,40,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492151,5514697,-123.10903,49.78468,"Survey Observation","A-RAAU",1,"Large egg mass","VI","","","BS","",NA,NA,NA,NA,150,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492141,5514708,-123.10917,49.78478,"Survey Observation","A-RAAU",1,"Cantaloupe size","VI","","","BS","",NA,NA,NA,NA,200,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492141,5514708,-123.10917,49.78478,"Survey Observation","A-RAAU",1,"Tennis Ball size (dead toad see data below)","VI","","","BS","",NA,NA,NA,NA,100,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492065,5451473,-123.10896,49.21599,"Survey Observation","A-RAAU",1,"","VI","","","BS","",NA,NA,NA,NA,150,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492167,5514699,-123.10881,49.7847,"Survey Observation","A-RAAU",1,"melon Size","VI","","","BS","",NA,NA,NA,NA,150,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492141,5514697,-123.10917,49.78468,"Survey Observation","A-AMGR",1,"hazy egg mass","VI","","","BS","",NA,NA,NA,NA,20,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492163,5514705,-123.10887,49.78476,"Survey Observation","A-AMGR",1,"sediment or algae covering egg mass hard to count individual eggs","VI","","","BS","",NA,NA,NA,NA,150,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492141,5514708,-123.10917,49.78478,"Survey Observation","A-AMMA",1,"Was listed as tree frog","VI","","","BS","",NA,NA,NA,NA,15,1,NA
"Alice Lake Park",2023,4,18,"2023-04-18",1145,NA,"Kym Welstead",10,492149,5514700,-123.10906,49.78471,"Survey Observation","A-AMMA",1,"Was listed as tree frog","VI","","","BS","",NA,NA,NA,NA,15,1,NA
"White Lake Park",2024,6,10,"2024-06-10",0,NA,"Lucus Friesen",11,342052,5639002,-119.24533,50.88108,"Transect - Start","A-ANBO",4,"","VI","","","","",NA,NA,NA,NA,NA,NA,4
"White Lake Park",2024,6,10,"2024-06-10",0,NA,"Lucus Friesen",11,342052,5639002,-119.24533,50.88108,"Transect - Start","A-ANBO",1,"","VI","","","","",NA,NA,NA,NA,NA,NA,1
"White Lake Park",2024,6,10,"2024-06-10",0,NA,"Lucus Friesen",11,342052,5639002,-119.24533,50.88108,"Transect - Start","A-ANBO",1,"","VI","","","","",NA,NA,NA,NA,NA,NA,1
"White Lake Park",2024,6,10,"2024-06-10",0,NA,"Lucus Friesen",11,342052,5639002,-119.24533,50.88108,"Transect - Start","A-ANBO",1,"","VI","","","","",NA,NA,NA,NA,NA,NA,1
"White Lake Park",2024,6,10,"2024-06-10",0,NA,"Lucus Friesen",11,342052,5639002,-119.24533,50.88108,"Transect - Start","A-ANBO",2,"","VI","","","","",NA,NA,NA,NA,NA,NA,2
